,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,TotalBsmtSF,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,SaleType,PorchTotalSF,ProxCondition_Norm,BldgType_Is_1Fam,Heating_Is_GasA,HeatingQC_Is_OK,SalePrice
498,20,FV_or_RL,65.0,7800,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,89.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,864.0,Y,SBrkr,899,0,899,0_or_1,0_or_2,Gd,5,False,1,Y,64,Other,0,True,True,True,True,130000
499,20,FV_or_RL,70.0,7535,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,912.0,Y,SBrkr,912,0,912,0_or_1,0_or_2,TA,5,False,1,Y,12,Other,285,True,True,True,False,120000
500,160,RH_or_RM,21.0,1890,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_4,2Story,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,285.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,672.0,Y,SBrkr,672,546,1218,0_or_1,1,TA,7,False,1,Y,144,Other,28,True,False,True,True,113000
501,60,FV_or_RL,75.0,9803,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,866.0,Y,SBrkr,866,902,1768,2,1,Gd,7,False,4_or_2,Y,0,Other,108,True,True,True,False,226700
502,20,FV_or_RL,70.0,9170,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1214.0,Y,SBrkr,1214,0,1214,0_or_1,0_or_2,TA,6,False,4_or_2,Y,0,Other,184,False,True,True,True,140000
503,20,FV_or_RL,100.0,15602,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,7_or_8_or_6,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1501.0,Y,SBrkr,1801,0,1801,2,0_or_2,TA,6,True,4_or_2,Y,0,Other,215,True,True,True,True,289000
504,160,FV_or_RL,24.0,2308,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,6,9_or_5,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,855.0,Y,SBrkr,855,467,1322,2,1,TA,6,True,4_or_2,Y,260,Other,0,True,False,True,True,147000
505,90,RH_or_RM,60.0,7596,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,9_or_5,Hip,HBoard_to_MetalSd,BrkFace,360.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,960.0,Y,SBrkr,960,1000,1960,2,0_or_2,TA,10,False,4_or_2,P_or_N,0,Other,0,False,False,True,False,124500
506,60,FV_or_RL,80.0,9554,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,VinylSd,BrkFace,125.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,777.0,Y,SBrkr,1065,846,1911,2,1,Gd,8,True,4_or_2,Y,182,Other,81,True,True,True,True,215000
507,20,FV_or_RL,75.0,7862,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,1Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1218.0,Y,SBrkr,1218,0,1218,2,0_or_2,Gd,4,False,4_or_2,Y,0,New_or_Con,102,True,True,True,True,208300
508,70,RH_or_RM,60.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,7,9_or_5,Gambrel,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,689.0,Y,SBrkr,689,689,1378,2,0_or_2,Gd,7,True,4_or_2,P_or_N,0,Other,116,True,True,True,True,161000
509,20,FV_or_RL,80.0,9600,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,132.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1041.0,Y,SBrkr,1041,0,1041,0_or_1,0_or_2,TA,6,False,1,Y,224,Other,88,True,True,True,True,124500
510,20,FV_or_RL,75.0,14559,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,70.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1008.0,Y,SBrkr,1363,0,1363,0_or_1,0_or_2,TA,6,True,1,Y,324,Other,210,True,True,True,True,164900
511,120,FV_or_RL,40.0,6792,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,7,9_or_5,Gable,VinylSd,Stone,94.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1368.0,Y,SBrkr,1368,0,1368,2,0_or_2,Gd,6,True,4_or_2,Y,132,New_or_Con,35,True,False,True,True,202665
512,20,FV_or_RL,70.0,9100,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,False,4_or_2,Y,0,Other,0,False,True,True,True,129900
513,20,FV_or_RL,71.0,9187,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_3,1Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,1084.0,Y,SBrkr,1080,0,1080,0_or_1,1,TA,5,False,4_or_2,Y,120,Other,158,True,True,True,True,134000
514,45,FV_or_RL,55.0,10594,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,Other,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,768.0,N,SBrkr,789,0,789,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,112,True,True,False,False,96500
515,20,FV_or_RL,94.0,12220,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,1Story,10_or_9,9_or_5,Hip,CemntBd,BrkFace,305.0,Ex,Ex_or_TA_or_Gd,Stone_or_CBlock,2006.0,Y,SBrkr,2020,0,2020,2,1,Ex,9,True,3,Y,156,New_or_Con,54,True,True,True,True,402861
516,80,FV_or_RL,,10448,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkFace,333.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,689.0,Y,SBrkr,1378,741,2119,2,1,TA,7,True,4_or_2,Y,0,Other,104,True,True,True,True,158000
517,60,FV_or_RL,79.0,10208,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,2Story,7,9_or_5,Gable,VinylSd,BrkFace,921.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1264.0,Y,SBrkr,1277,1067,2344,2,1,Gd,7,True,3,Y,220,Other,0,True,True,True,True,265000
518,60,FV_or_RL,,9531,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,2Story,6,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,794.0,Y,SBrkr,882,914,1796,2,1,TA,7,False,4_or_2,Y,0,Other,36,True,True,True,True,211000
519,70,FV_or_RL,53.0,10918,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gambrel,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,BrkTil,1276.0,Y,SBrkr,1276,804,2080,0_or_1,1,Gd,9,True,1,Y,0,Other,145,True,True,True,True,234000
520,190,FV_or_RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,4_or_3,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,0.0,N,Other,694,600,1294,2,0_or_2,TA,7,False,0,P_or_N,220,Other,324,True,False,True,True,106250
521,20,FV_or_RL,90.0,11988,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1244.0,Y,Other,1244,0,1244,0_or_1,1,TA,6,True,1,Y,0,Other,40,False,True,True,True,150000
522,50,RH_or_RM,50.0,5000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,CemntBd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1004.0,Y,SBrkr,1004,660,1664,2,0_or_2,TA,7,True,4_or_2,Y,0,Other,60,False,True,True,True,159000
523,60,FV_or_RL,130.0,40094,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,2Story,10_or_9,9_or_5,Hip,CemntBd,Stone,762.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,3138.0,Y,SBrkr,3138,1538,4676,3,1,Ex,11,True,3,Y,208,New_or_Con,406,False,True,True,True,184750
524,60,FV_or_RL,95.0,11787,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,2Story,7,9_or_5,Gable,VinylSd,BrkFace,594.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1379.0,Y,SBrkr,1383,1015,2398,2,1,Gd,8,True,3,Y,239,Other,60,True,True,True,True,315750
525,20,FV_or_RL,62.0,7500,Pave,Pave,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1257.0,Y,SBrkr,1266,0,1266,2,0_or_2,Gd,6,True,4_or_2,Y,38,Other,144,True,True,True,True,176000
526,20,FV_or_RL,70.0,13300,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,928.0,Y,SBrkr,928,0,928,0_or_1,0_or_2,TA,4,False,1,Y,261,Other,156,True,True,True,True,132000
527,60,FV_or_RL,67.0,14948,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,VinylSd,Stone,268.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,1452.0,Y,SBrkr,1476,1237,2713,2,1,Ex,11,True,3,Y,126,New_or_Con,66,True,True,True,True,446261
528,30,FV_or_RL,58.0,9098,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,528.0,Y,SBrkr,605,0,605,0_or_1,0_or_2,TA,5,False,0,P_or_N,0,Other,144,True,True,True,True,86000
529,20,FV_or_RL,,32668,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,1Story,6,2_or_4_or_3_or_1,Hip,HBoard_to_MetalSd,BrkCmn,,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,2035.0,Y,SBrkr,2515,0,2515,3,0_or_2,TA,9,True,4_or_2,Y,0,Other,200,True,True,True,True,200624
530,80,FV_or_RL,85.0,10200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,Other,6,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,219.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1461.0,Y,SBrkr,1509,0,1509,2,0_or_2,Gd,5,True,4_or_2,Y,224,Other,0,True,True,True,True,175000
531,70,RH_or_RM,60.0,6155,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_3,2Story,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,611.0,Y,SBrkr,751,611,1362,2,0_or_2,TA,6,False,4_or_2,Y,0,Other,84,False,True,True,True,128000
532,20,FV_or_RL,60.0,7200,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Slab,0.0,Y,SBrkr,827,0,827,0_or_1,0_or_2,TA,5,True,1,Y,0,Other,0,True,True,True,True,107500
533,20,FV_or_RL,50.0,5000,Pave,No_Alley_Access,Reg,Low,AllPub,Other,Mod,Tier_3,1Story,1_or_2,2_or_4_or_3_or_1,Gable,VinylSd,BrkCmn,0.0,Fa,Below_par,Slab,0.0,N,Other,334,0,334,0_or_1,0_or_2,Fa,2,False,0,P_or_N,0,Other,0,True,True,True,False,39300
534,60,FV_or_RL,74.0,9056,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,8,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,707.0,Y,SBrkr,707,707,1414,2,1,Gd,6,True,4_or_2,Y,100,Other,35,True,True,True,True,178000
535,190,FV_or_RL,70.0,7000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,2Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1117.0,Y,SBrkr,820,527,1347,0_or_1,0_or_2,TA,5,False,0,P_or_N,85,Other,148,True,False,True,True,107500
536,60,FV_or_RL,57.0,8924,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,880.0,Y,SBrkr,880,844,1724,2,1,Gd,8,False,4_or_2,Y,120,Other,155,True,True,True,True,188000
537,20,FV_or_RL,,12735,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Hip,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,864.0,Y,SBrkr,864,0,864,0_or_1,0_or_2,TA,5,False,4_or_2,Y,216,Other,0,True,True,True,True,111250
538,20,FV_or_RL,,11553,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Hip,Plywood,BrkFace,188.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1051.0,Y,SBrkr,1159,0,1159,0_or_1,1,TA,7,True,1,Y,466,Other,0,True,True,True,True,158000
539,20,FV_or_RL,,11423,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,8,9_or_5,Gable,VinylSd,BrkFace,479.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1581.0,Y,SBrkr,1601,0,1601,2,0_or_2,Gd,6,True,4_or_2,Y,180,Other,0,True,True,True,True,272000
540,20,FV_or_RL,85.0,14601,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,10_or_9,9_or_5,Hip,VinylSd,BrkFace,584.0,Ex,Ex_or_TA_or_Gd,PConc_or_Wood,1838.0,Y,SBrkr,1838,0,1838,2,0_or_2,Ex,8,True,3,Y,270,Other,68,True,True,True,True,315000
541,60,FV_or_RL,,11000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,2Story,8,9_or_5,Gable,VinylSd,BrkFace,72.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,969.0,Y,SBrkr,997,1288,2285,2,1,Gd,8,True,3,Y,0,Other,56,True,True,True,True,248000
542,20,FV_or_RL,78.0,10140,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Hip,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1650.0,Y,SBrkr,1680,0,1680,2,0_or_2,Gd,7,True,4_or_2,Y,78,Other,73,False,True,True,True,213250
543,120,RH_or_RM,34.0,4058,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,182.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,723.0,Y,SBrkr,767,0,767,0_or_1,0_or_2,TA,4,False,1,Y,120,Other,40,True,False,True,True,133000
544,60,FV_or_RL,58.0,17104,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,654.0,Y,SBrkr,664,832,1496,2,1,Gd,7,True,4_or_2,Y,100,New_or_Con,24,True,True,True,True,179665
545,50,FV_or_RL,,13837,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_2,Other,7,9_or_5,Gable,HBoard_to_MetalSd,BrkFace,178.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1204.0,Y,SBrkr,1377,806,2183,2,1,Gd,9,False,3,Y,0,Other,0,True,True,True,False,229000
546,50,FV_or_RL,70.0,8737,Pave,No_Alley_Access,IR1,Bnk,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,1065.0,Y,Other,915,720,1635,0_or_1,1,TA,6,True,4_or_2,Y,0,Other,182,True,True,True,True,210000
547,85,FV_or_RL,54.0,7244,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,768.0,Y,SBrkr,768,0,768,0_or_1,0_or_2,TA,5,False,4_or_2,Y,104,Other,0,True,True,True,True,129500
548,20,RH_or_RM,49.0,8235,Pave,No_Alley_Access,IR1,HLS,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,825.0,Y,SBrkr,825,0,825,0_or_1,0_or_2,TA,4,False,4_or_2,Y,140,Other,50,False,True,True,True,125000
549,60,FV_or_RL,75.0,9375,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,VinylSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,912.0,Y,SBrkr,912,1182,2094,2,1,Gd,8,True,4_or_2,Y,182,Other,182,True,True,True,True,263000
550,120,FV_or_RL,53.0,4043,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,6,7_or_8_or_6,Gable,Plywood,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1069.0,Y,SBrkr,1069,0,1069,2,0_or_2,TA,4,False,4_or_2,Y,0,Other,255,True,False,True,True,140000
551,20,RH_or_RM,50.0,6000,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,BrkFace,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,928.0,Y,Other,928,0,928,0_or_1,0_or_2,TA,5,False,1,Y,0,Other,0,True,True,True,False,112500
552,20,FV_or_RL,87.0,11146,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,8,9_or_5,Gable,VinylSd,Stone,250.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1709.0,Y,SBrkr,1717,0,1717,2,0_or_2,Gd,7,True,3,Y,169,Other,39,True,True,True,True,255500
553,20,FV_or_RL,67.0,8777,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,4_or_3,9_or_5,Gable,VinylSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,0.0,Y,SBrkr,1126,0,1126,2,0_or_2,Gd,5,False,4_or_2,P_or_N,0,Other,96,False,True,True,True,108000
554,60,FV_or_RL,85.0,10625,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_1,2Story,7,9_or_5,Gable,VinylSd,BrkFace,292.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,998.0,Y,SBrkr,1006,1040,2046,2,1,Gd,8,True,3,Y,320,Other,62,True,True,True,True,284000
555,45,RH_or_RM,58.0,6380,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,993.0,Y,Other,1048,0,1048,0_or_1,0_or_2,TA,5,True,1,Y,0,Other,116,True,True,True,True,113000
556,20,FV_or_RL,69.0,14850,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1092.0,Y,Other,1092,0,1092,0_or_1,0_or_2,TA,6,True,1,Y,268,Other,122,True,True,True,True,141000
557,50,C (all),60.0,11040,Pave,No_Alley_Access,Reg,Low,AllPub,Other,Mod,Tier_4,Other,4_or_3,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,637.0,Y,SBrkr,897,439,1336,0_or_1,1,TA,7,False,1,Y,0,Other,167,True,True,True,False,108000
558,60,FV_or_RL,57.0,21872,Pave,No_Alley_Access,IR2,HLS,AllPub,Other,Gtl,Tier_2,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,729.0,Y,SBrkr,729,717,1446,2,1,TA,6,True,4_or_2,Y,264,Other,22,True,True,True,True,175000
559,120,FV_or_RL,,3196,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_2,1Story,7,9_or_5,Gable,VinylSd,BrkFace,18.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1374.0,Y,SBrkr,1557,0,1557,2,0_or_2,Gd,7,True,4_or_2,Y,143,Other,20,True,False,True,True,234000
560,20,FV_or_RL,,11341,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Hip,HBoard_to_MetalSd,BrkFace,180.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1392.0,Y,SBrkr,1392,0,1392,0_or_1,1,TA,5,True,4_or_2,Y,0,Other,95,True,True,True,True,121500
561,20,FV_or_RL,77.0,10010,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Mod,Tier_3,1Story,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,1389.0,Y,SBrkr,1389,0,1389,0_or_1,0_or_2,TA,6,True,4_or_2,Y,240,Other,38,True,True,True,False,170000
562,30,FV_or_RL,63.0,13907,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,1Story,5,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,996.0,Y,SBrkr,996,0,996,0_or_1,0_or_2,TA,6,True,0,Y,144,Other,0,True,True,True,True,108000
563,50,FV_or_RL,66.0,21780,Pave,No_Alley_Access,Reg,Lvl,AllPub,Other,Gtl,Tier_3,Other,6,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,BrkTil,1163.0,Y,SBrkr,1163,511,1674,2,0_or_2,TA,8,True,4_or_2,P_or_N,72,Other,180,True,True,True,True,185000
564,60,FV_or_RL,,13346,Pave,No_Alley_Access,IR1,Lvl,AllPub,CulDSac_or_FR3,Gtl,Tier_1,2Story,7,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1095.0,Y,SBrkr,1166,1129,2295,2,1,Gd,9,True,4_or_2,Y,0,Other,40,True,True,True,True,268000
565,70,FV_or_RL,66.0,6858,Pave,No_Alley_Access,Reg,Bnk,AllPub,Other,Gtl,Tier_3,2Story,6,2_or_4_or_3_or_1,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,PConc_or_Wood,806.0,N,Other,841,806,1647,0_or_1,1,Fa,6,False,1,Y,0,Other,202,True,True,True,True,128000
566,60,FV_or_RL,77.0,11198,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,2Story,10_or_9,9_or_5,Hip,VinylSd,BrkFace,245.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1122.0,Y,SBrkr,1134,1370,2504,2,1,Ex,11,True,3,Y,144,Other,39,True,True,True,True,325000
567,20,FV_or_RL,70.0,10171,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_1,1Story,7,9_or_5,Gable,VinylSd,BrkFace,168.0,Gd,Ex_or_TA_or_Gd,PConc_or_Wood,1517.0,Y,SBrkr,1535,0,1535,2,0_or_2,Gd,7,False,4_or_2,Y,0,Other,0,True,True,True,True,214000
568,50,FV_or_RL,79.0,12327,Pave,No_Alley_Access,IR1,Low,AllPub,Other,Mod,Tier_2,Other,8,7_or_8_or_6,Gable,HBoard_to_MetalSd,BrkCmn,0.0,Gd,Ex_or_TA_or_Gd,Stone_or_CBlock,1496.0,Y,SBrkr,1496,636,2132,0_or_1,1,Gd,5,True,4_or_2,Y,349,Other,40,True,True,True,True,316600
569,90,FV_or_RL,,7032,Pave,No_Alley_Access,IR1,Lvl,AllPub,Other,Gtl,Tier_3,Other,5,9_or_5,Gable,HBoard_to_MetalSd,BrkCmn,0.0,TA,Ex_or_TA_or_Gd,Stone_or_CBlock,943.0,Y,SBrkr,943,0,943,0_or_1,0_or_2,TA,4,True,4_or_2,Y,42,Other,0,True,False,True,True,135960
